family_x,403,433,468,481,506,543,712,815,1046,1268,1300,1653,1762,2049,2062,2070,4893,5129,5259,5268,5754,10699,28056,28067,28256,28556,31953,31957,31977,31979,31989,32011,32033,33264,33958,33986,34102,36862,40105,41294,41295,41297,45401,45404,49546,54066,54298,55176,69277,72275,72276,72294,74712,75682,75787,76892,80864,81850,81852,82115,83233,83676,84566,84642,85016,85019,85020,85021,85023,85025,85029,85030,90964,92793,93133,93681,104366,114248,118882,119045,119060,119859,124426,126387,135621,145357,171551,171552,183710,186803,186806,186817,186820,186827,186828,188786,188961,204434,206349,212743,213422,216572,224372,225058,267888,267890,316612,335928,335929,396331,413882,452563,474942,541000,543314,563798,563835,564886,742845,766764,1131492,1229489,1499392,1570339,1643826,1674805,1686313,1706371,1752198,1752202,1752204,1752220,1775411,1799696,1847725,1852621
403,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6721143805444192,,,,,,,,,,,,,,,,,,,,,,,,0.6721143805444192,,,,,,,,,,,,,,,,,,,,,0.6721143805444192,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
433,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.015198620116115096,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.015198620116115096,,,,,,,,,,,,,,,,,,,,,,,,,,,,
468,,,512.0,0.316781099312952,,0.017024539964103334,,,,,,1.742883867044268,,,,,,,,,,,,,,,,,,,,,2.3143900831352524,,,,,,,,,,,,,,,,,,,,,,0.10153829399590691,,2.3560014838616348,,,,,,,,,,,,,,,,,,,,,1.5767509038170697,,,2.785313135787237,,,,1.5767509038170697,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
481,,,0.01206991915442173,8.0,,,,,,,,,,,0.028419021958820463,,,,,,,,,0.15544340864972692,,,,,,,,,0.2561068277699823,,,,0.15544340864972692,,0.01769440747880173,0.044354786662881535,,0.044354786662881535,,,,0.3065377851935124,,,,,,,,0.17313781612852863,0.22233580586658871,,0.5803390204422965,,,,,,,,,,,,,,,,,0.15544340864972692,,0.15544340864972692,,0.033771021903393594,,0.04611342943762219,0.2168550310635963,,,,0.051465429382195324,,,,,,,,,,,,,,,0.17313781612852863,,,,,,,0.15544340864972692,,,,0.15109437654378546,,,,,,,,,,,,,,,,,,,,,,,,,
506,,,,,29.0,0.23236966395129688,,,,0.014824058690447294,,,0.022715493391564333,,,,,,,,,,0.018112528574045963,0.13398717547317832,,,0.014824058690447294,,,,,,1.002524169655752,,,,0.1489033870108559,0.01861177373639566,0.014916211537677576,0.04377279772960676,,,,,,0.2084239755992596,,,,,,,,0.12862510779887368,0.15814847580009558,,4.583035539757359,,,,,,,,,,,,,,,,,0.18746920202897166,,0.03756567882985267,,0.3850256360565796,,0.018112528574045963,1.1604170358578005,,,,1.621327656391065,,,,,,,,,,,,,,0.04022858635924854,0.12881115815400454,,,0.15194550615613797,,,,0.1800419839766307,,,,0.11321974999690673,,,,,,,,,,,0.014824058690447294,,,,,,,,,0.0995332434378296,,,,,
543,,,0.9787156182249176,,0.44946300929012595,272.0,,,0.5406785240949131,,,,,,,,,,,,,0.25435453746398684,,,,,,,,,,,0.7663483517342091,,,,,,,,0.017507002851051643,0.06865275458956942,,,,,,,,0.5406785240949131,,,,0.9684272537032392,,,0.475346190304901,,,0.25435453746398684,,,,,,,,,,,,,,0.01928381035929932,,,,0.6761325490659212,,0.17493353030274236,0.15007731281869915,,,,3.4835835007910236,,,,,,,,,,,,0.17493353030274236,,0.01928381035929932,,,,0.08088210861734887,,,,,,,,0.017507002851051643,,,,,,,,,,,,,,,,,,,,,,,,,
712,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
815,,,,,,,,92.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.8282047094550662,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1046,,,,,,0.017066739367647812,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.017066739367647812,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.017066739367647812,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1268,,,,,0.010545941425764026,,,,,83.0,,0.2613065485276801,2.2664101964844248,0.3110354872116702,,,,,,,,,,,,,0.06027488010975411,0.04972893868399009,,,0.08879312708427746,,0.18327644048560812,,,,,,,0.08879312708427746,,,,,,,,,,,,,,,,,0.010545941425764026,,,,,,,,0.3261723331016518,0.8084585691010426,0.9884957130476861,0.08393737197556664,0.06486578457397169,0.2955149818192566,,,,,,,,,,,0.08879312708427746,,,,0.010545941425764026,0.04972893868399009,,,,,,,,,,,,,,0.08879312708427746,,,,,,,,,,,,,,,,,,,,,,0.010545941425764026,,,,0.2613065485276801,,,,,,,,,,
1300,,,,,,,,,,,37.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1653,,,0.2571161329557323,,,,,,,0.2856494242039594,,55.0,0.2856494242039594,0.2856494242039594,,,,,,,,,,,,,,0.9192802952879664,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2856494242039594,,0.018391919273603976,,,0.2856494242039594,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9008883760143624,,,,,,,0.2856494242039594,,,,,,,,,,
1762,,,,,0.029228588708630304,,,,,2.3657380682149562,,0.18121170247951557,381.0,1.875779709413011,,,,,,,,,,,,,0.13389481092450983,0.11732680136579399,,,,,0.16932051836030848,,,,,,,,,,,,,0.029228588708630304,,,,,,,,0.029228588708630304,,,0.10995411554245221,,,,,,,,0.18121170247951557,,,1.1198183517795317,,0.20397683076539977,,,,,,0.029228588708630304,,0.027542455763150744,,0.027542455763150744,,,,,0.029228588708630304,1.0671724145728643,,,,,,,,,,,,,,0.029228588708630304,,,,,,,0.029228588708630304,,,,,,,,,,,,,,,,,,,0.18121170247951557,,,,,,,,,,
2049,,,,,,,,,,0.05410688491401594,,0.04375686895149565,0.4635729937311439,14.0,,,,,,,,,,,,,0.010350015962520293,0.010350015962520293,,,,,0.010350015962520293,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04375686895149565,,,0.010350015962520293,,0.04375686895149565,,,,,,,,,,,,,,,,0.04721171714027955,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04375686895149565,,,,,,,,,,
2062,,,,0.2574481636419388,,,,,,,,,,,6.0,,,,,,,,7.972379911928432,,,,,,,,,,,,,,,,,0.39991623966082446,,,,,,,,,0.1653694208393432,,,,,,,0.09026239794518866,0.1637131911864311,,,,,0.8858146781371153,,,,,,,,,,,,,,,,0.04377009677250284,,9.918250977611448,0.09026239794518866,,,,0.8858146781371153,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05905922753255894,,,,,
2070,,,,,,,,,,,,,,,,0.9598571826226991,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9598571826226991,,,0.9598571826226991,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4893,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5129,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5259,,,,,,,,,,,,,,,,,,,1.0,,0.6167253579213507,,,,,,,,,,,,,,,,,,,0.33726096665604555,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5268,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5754,,,,,,,,,,,,,,,,,,,0.8777003801612537,,5.0,,,,,,,,,,,,,,,,,,,0.9715657715069651,,0.0175301532433682,,,,,,,0.017455678694400126,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.017455678694400126,0.0175301532433682,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10699,,,,,,0.7266814675614279,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,0.9122238490947016,,,,,,,,,,,,,,,,,,,,,,,,,0.7266814675614279,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28056,,,,,0.05303624372505926,,,,,,,,,,20.45170207525398,,,,,,,,3.0,,,,,,,,,,0.07955576733133472,,,,,,,2.150009860265622,,0.013301683190783752,,,,0.05303624372505926,,,0.2026386098605735,,,,,,,0.26069098615664865,0.8157905115751058,,,,,,,,,,,,,,,,,,,,,0.26565357814827484,,30.663473289628982,0.2724209752342843,,,,0.21355179331185475,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.16186830247800854,,,,,
28067,,,,0.06726751849682684,0.6159694461557531,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,0.05152058534029286,,,,0.7308794945214305,0.5828804654928602,,0.08388823770109297,,,,,,0.07997482838751876,,,,,,,,0.17714426429523927,0.38672580759446645,,1.233131871424936,,,,,,,,,,,,,,,,,0.08276622805384515,,0.06726751849682684,,0.12781687486370352,,0.012110744667852941,0.25406816212685945,,,,0.035866021682396554,,,,,,,,,,,,,,0.024410326604233156,0.23104364447212708,,,,,,,0.718665309766855,,,,0.4473777625179678,,,,,,,,,,,,,,,,,,,,0.07177749303324002,0.07177749303324002,,,,
28256,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28556,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31953,,,,,0.013984229290825472,,,,,0.053870806992996,,,1.0225941056287229,0.03988657770217053,,,,,,,,,,,,,265.0,1.0297906791167075,,,,,0.053870806992996,,,,,,,0.013636367327616413,,,,,,,,,,,,,,,,,0.027620596618441885,,,,,,,,,,,0.03988657770217053,,,,,,,,,,,,,,,,,0.013984229290825472,0.03988657770217053,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.013984229290825472,,,,,,,,,,,,,,
31957,,,,,,,,,,0.3347578991665433,,0.9721895904139829,0.3347578991665433,0.3347578991665433,,,,,,,,,,,,,0.34481968571220095,312.0,,,,,0.3347578991665433,,,,,,,,,,,,,,,,,,,,0.41951037986719525,,,,,,,,,,,,,,0.962036938043925,0.3347578991665433,,,,,,,,,,,,,,,,,,0.3347578991665433,,,,,,,,,,,,,0.41951037986719525,,,,,,,,,,,,,,,,,,,,0.010152652370057896,,,,,,,,,,,,,,,,,
31977,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31979,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9791333607214976,,,,,,,,,,,,
31989,,,,,,,,,,0.04929050790534087,,,,,,,,,,,,,,,,,,,,,26.0,,0.04929050790534087,,,,,,,0.04929050790534087,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04929050790534087,,,,,,,,,,,,,,,,,,,0.04929050790534087,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.0,,,,,,,,,,,,,,,,,,,,,,,0.02647565762207759,,0.02647565762207759,,,,,,,,,,,,,,,,,,,,,0.02647565762207759,,,0.02647565762207759,,,,0.014174560162404816,,,,,,,,,,,,,,0.014174560162404816,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32033,0.0571223031517615,,0.28224804358749056,0.4489756956624176,2.4484759127512508,1.3981963727113782,,,,1.6494353414994236,,,1.2742845292742615,0.3475267046893163,,,,,,,,,0.8054375044111742,0.6711277628195197,,,0.37317230305546784,0.3475267046893163,,,0.7289401172518136,,154.0,,,,0.07515806623813955,0.6983259009039011,,3.0838312305878324,0.18572241039097148,0.03341272099518794,,,,0.8874716451175331,,,,,0.9607793675530264,,,1.1341684993110204,2.2251346905427787,0.014984173922285187,11.683222947554574,,,,,,,,,,0.04215533551367493,0.8948496258814587,,0.5473229211921423,,,,0.17543712541026546,,0.379434903392803,,3.1401982259645997,,1.2306939879961585,5.7694803103156405,,,,7.234161288633234,0.3475267046893163,,,,,,,,,,,,,1.24748120427094,1.3305642677145444,,,0.7004123738179624,0.4378251265717842,,,1.2249285367093092,,,,1.2033697424456715,,,,,,,,,,,0.03777477920218991,3.1227633385042353,,,,,,,,,,,,,
33264,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7438112551778903,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7438112551778903,,,,,,,,0.017415585927913188,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33958,,,,,,,,,,,,,,,,,,,,,,0.08777615090529838,,,,,,,,,,,,,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33986,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34102,,,,0.023568129949662776,0.22703443933334713,,,,,,,,,,,,,,,,,,,0.2390535439317691,,,,,,,,,0.010506295584295326,,,,1.0,0.06260653222848211,0.5308474875639745,,,,,,,0.046879975632446516,,,,,,,,0.023568129949662776,0.04376057148745981,,0.8665739107686339,,,,,,,,,,,,,,,,,0.07381729775892745,,0.044465041433609825,,0.0222691159158383,,,0.08568964606496648,,,,,,,,,,,,,,,,,,,0.023568129949662776,,,,,,,0.12934068957793024,,,,0.0751637785557022,,,,,,,,,,,,,,,,,,,,0.023311845682783744,,,,,
36862,,,,,0.17922037129852167,,,,,,,,,,,,,,,,,,,0.4792756157800899,,,,,,,,,0.024611143326190535,,,,0.1929723340876205,1.0,,0.010109413917374032,,,,,,0.010109413917374032,,,,,,,,0.05007805674486071,0.1893297852158957,,0.8527972324541123,,,,,,,,,,,,,,,,,0.013751962789098826,,,,,,,0.06355472056130823,,,,0.026213899672552624,,,,,,,,,,,,,,0.026213899672552624,0.10924046181472648,,,,,,,0.49735855130540474,,,,0.17922037129852167,,,,,,,,,,,,,,,,,,,,,,,,,
